"","date","real","model"
"439",1961-03-14,1720,1450.0397720594
"440",1961-03-15,2180,1569.25992206105
"441",1961-03-16,2440,1660.22061504792
"442",1961-03-17,2210,1644.11797994181
"443",1961-03-18,2100,1584.03932140664
"444",1961-03-19,2020,1544.41248849628
"445",1961-03-20,1960,1578.96508129424
"446",1961-03-21,1920,1691.61318906552
"447",1961-03-22,1820,1758.1540744611
"448",1961-03-23,1780,1735.94485878012
"449",1961-03-24,1720,1671.28174007735
"450",1961-03-25,1670,1562.45844320331
"451",1961-03-26,1650,1461.73604379951
"452",1961-03-27,1650,1384.50427921652
"453",1961-03-28,1640,1332.94265457687
"454",1961-03-29,1640,1315.26257559513
"455",1961-03-30,1660,1305.09462217881
"456",1961-03-31,1580,1289.99512999131
"457",1961-04-01,1690,1374.24653710565
"458",1961-04-02,2080,1497.19980190081
"459",1961-04-03,2080,1569.30000233548
"460",1961-04-04,2160,1603.14428872626
"461",1961-04-05,2180,1601.09824832446
"462",1961-04-06,2140,1562.91746010133
"463",1961-04-07,2160,1499.93923726545
"464",1961-04-08,2180,1433.8833129702
"465",1961-04-09,2190,1372.76227901977
"466",1961-04-10,2300,1350.6540800192
"467",1961-04-11,2390,1362.56777187744
"468",1961-04-12,2370,1373.90230334026
"469",1961-04-13,2360,1385.7351831753
"470",1961-04-14,2300,1398.33587677829
"471",1961-04-15,2200,1368.38324669753
"472",1961-04-16,2120,1316.86341249243
"473",1961-04-17,2040,1287.02532523424
"474",1961-04-18,1970,1282.76808271032
"475",1961-04-19,1860,1357.56483233886
"476",1961-04-20,1990,1336.03772361548
"477",1961-04-21,2110,1353.40703381385
"478",1961-04-22,1980,1326.52274804459
"479",1961-04-23,1860,1262.8589195869
"480",1961-04-24,1830,1209.09981987237
"481",1961-04-25,1750,1175.38058224103
"482",1961-04-26,1710,1176.10230387333
"483",1961-04-27,1710,1247.69344231895
"484",1961-04-28,1780,1284.79097386402
"485",1961-04-29,1960,1260.41439019278
"486",1961-04-30,1850,1298.65877708348
"487",1961-05-01,1840,1362.82877289977
"488",1961-05-02,2600,1505.54988434002
"489",1961-05-03,2490,1556.58872987665
"490",1961-05-04,2100,1484.27019577738
"491",1961-05-05,2000,1416.04107955499
"492",1961-05-06,2080,1453.26129917895
"493",1961-05-07,2040,1492.68247398459
"494",1961-05-08,2110,1476.64132699843
"495",1961-05-09,2380,1596.5924018107
"496",1961-05-10,2380,1726.74546685483
"497",1961-05-11,2460,1830.10189054409
"498",1961-05-12,2660,1940.28383780023
"499",1961-05-13,2890,2071.37636187626
"500",1961-05-14,3180,2349.58751651174
"501",1961-05-15,3560,2786.97134073035
"502",1961-05-16,4160,3238.28075388293
"503",1961-05-17,4870,3665.29204427849
"504",1961-05-18,4930,3889.22729081505
"505",1961-05-19,4220,3815.50824475759
"506",1961-05-20,3620,3485.89367619078
"507",1961-05-21,3260,3066.90440532956
"508",1961-05-22,3060,2727.97172858224
"509",1961-05-23,2820,2544.71821625492
"510",1961-05-24,2760,2466.81051166209
"511",1961-05-25,2600,2344.8750027158
"512",1961-05-26,2560,2141.67393654475
"513",1961-05-27,2500,1970.82581281245
"514",1961-05-28,2500,1908.50009462231
"515",1961-05-29,2650,1988.54423727955
"516",1961-05-30,2780,2195.97003585824
"517",1961-05-31,2800,2224.41305921495
"518",1961-06-01,2720,2234.45463897136
"519",1961-06-02,2540,2196.25296813868
"520",1961-06-03,2520,2120.26078460216
"521",1961-06-04,3040,2105.28711829828
"522",1961-06-05,3460,2347.41797404607
"523",1961-06-06,3380,2552.41028552535
"524",1961-06-07,3080,2535.97990020272
"525",1961-06-08,3100,2442.36224546853
"526",1961-06-09,3320,2458.29606661078
"527",1961-06-10,3820,2606.2887048284
"528",1961-06-11,3580,2722.31206577566
"529",1961-06-12,3440,2745.08229597907
"530",1961-06-13,3340,2771.64240459057
"531",1961-06-14,3300,2734.42698789857
"532",1961-06-15,3260,2609.43021430878
"533",1961-06-16,3340,2580.1048827056
"534",1961-06-17,3240,2570.12936129277
"535",1961-06-18,3120,2431.83110369513
"536",1961-06-19,3010,2235.16205678869
"537",1961-06-20,2820,2053.45194208151
"538",1961-06-21,2760,1910.94619796341
"539",1961-06-22,2860,1811.0210902398
